,review,sentiment
1287,Too much of the movie putters along on autopilot.,negative
1288,Silly Molly.,negative
1289,"It may seem like this is merely an exercise in style and to be honest, it is. Soderbergh's clearly fascinated by the physicality of Carano as a fighter and Haywire's sole reason for existence is to highlight those skills.",positive
1290,This gentle father-son(ish) tale about an expert surfer and his teen apprentice is a rare 'family' movie that isn't preachy or insipid.,positive
1291,"No one expects gutsy filmmaking in a musical. But that's just what King's Speech Oscar winner Tom Hooper delivers in Les Misérables. Damn the imperfections, it's perfectly marvelous.",positive
1292,"Like Chinatown before it, this twisted and twisting tale of cops, crime, corruption and hangers-on in 1950s Los Angeles artfully evokes the flip side of the City of Dreams.",positive
1293,An engrossing psychological thriller.,positive
1294,"The gangster part of the movie is riddled with cliches, but strikes gold with its depiction of immigrants on a train headed north. An excellent debut by a Japanese-American director.",positive
1295,...an adult movie that actual adults might like.,positive
1296,"In the end, Prancer is a simple pleasure as the story of one special child's faith in the spirit of Christmas, a faith that changes her family and her community for the better.",positive
1297,"Whether or not you've studied piano, or any musical instrument, it is fascinating to observe Bernstein's gentle but rigourous technique in correcting errors, training the musicians' bodies, and helping them to locate their own place within the piece.",positive
1298,"Sheen and Langella originated their respective roles in the play, and it's clear why Langella won a Tony for his.",positive
1299,"Dillon and director Hamer manage to give us a real Bukowski by avoiding the overly dramatic histrionics that sometimes marred Barbet Schroeder's similarly themed 1987 booze-drama, Barfly with Mickey Rourke.",positive
1300,"A Mighty Heart is scrupulously journalistic, a would-be documentary that tells in rigorous detail but explains almost nothing. Who, what, when and where are covered, but not why.",negative
1301,"It could be funnier, sharper, more probing, but at its best it is sexy, and that's always something to celebrate.",positive
1302,Confirms me in the belief that this gifted film maker is the sad victim of his supreme lack of discipline.,negative
1303,"Billed as Hollywood's first major film about interracial marriage (though no kiss on the lips is allowed), the film begs one question: What mother in her right mind would object to Poitier as son in law--he's handsome, renowned professional, and gentleman",positive
1304,"""Funny Boy"" ambitiously braids internal and external conflict, familial and national strife, to engrossing if somewhat heavily condensed effect.",positive
1305,"You have to be more incredible than this to compete in today's marketplace, but ""pretty OK"" will have to do for now.",positive
1306,Pacino and company mark time in this preposterous copycat killer thriller.,negative
1307,Tedious and self-congratulatory. Wears out its welcome after about a half hour.,negative
1308,The cast is as scattershot as a moonshiner's raccoon hunt.,negative
1309,Flame & Citron examines the moral shadings of the Danish resistance during World War II without turning into a revisionist bore.,positive
1310,"For pure enjoyment, for a good time at the movies, for something that will delight and exhilarate and send audiences out laughing, satisfied and thoroughly worked over, it's hard to imagine anything beating ""White House Down.""",positive
1311,Pfeiffer and De Niro have a blast with their roles.,positive
1312,"Problem is after the laughs stop, it's hard to care what happens to these immoral wise guy criminals.",positive
1313,"Rather than consider how someone like Terry Gilliam [think ""Brazil""] might approach Thurber's socially ripe source material, they have merely imposed a formulaic script that still doesn't hit its marks.",negative
1314,"has all the audacity of Christopher Nolan's Inception, without the credibility ... ends up as a jumble of style over substance, leaving us feeling hoodwinked,""",negative
1315,"Even though it isn't as lean and mean as the first film, Ted 2 is still a bagful of naughty fun.",positive
1316,A strange yet riveting portrait of a marriage enduring a year spent making as little environmental impact as possible.,positive
1317,Director John Lasseter and his happy swarm of colleagues have got it right with this beautifully crafted dazzler.,positive
1318,"Sturdy, engrossing if patience-testing drama about the money game the Dutch played with the Nazis in financing their resistance during World War II.",positive
1319,Not so much the culmination of '70s porn-chic cinema as its purposefully degraded last hurrah,positive
1320,... essentially launched the heist film as a genre of its own and set the blueprint that all subsequent heist dramas built upon.,positive
1321,"Though lackadaisical pacing steals a lot of the tension, especially in the shrug of a climax, Dead Kids is full of wondrous scene-by-scene oddities[...]",positive
1322,"The comedic concept of Judd Apatow's 40-Year-Old Virgin may never again be topped, but Apatow, today's King of Comedy, actually managed to make Knocked Up a better movie.",positive
1323,This barely recommended effort doesn't offer much hope for the series' creative energy.,positive
1324,"Logan Lucky feels like the work of a filmmaker with nothing to prove, neither sententious seriousness of purpose nor technical knowhow.",positive
1325,"David Cross, who also wrote the script, is content to come across like a grumpy old man. His comedy is one-note, furious, and fun-enough",positive
1326,Shakespearean drama as penned by a love-struck pubescent girl.,negative
1327,"After a short while, Attraction seems to just drone on like a broken record.",negative
1328,"It doesn't matter how we think we remember the moments, how they look now, in this edition, will force a shift in memory that we'll most likely be grateful for.",positive
1329,"I am immediately moved by his folkloric melodrama about love, prejudice and injustice in the indigenous town of Xochimilco. [Full review in Spanish]",positive
1330,A film noir from Ray in which nothing intriguing happens in the hour and a half that the upstart affair lasts&#46; &#91;Full review in Spanish&#93;,negative
1331,"Deadpan, determinedly low key and deeply absurd, the films of Corneliu Porumboiu are very much a particular taste, and ""The Treasure"" is no different.",positive
1332,A powerful drama about real people whose stories carry a crucial message for our times,positive
1333,"Julianne Moore is absolutely outstanding in this role, giving an Oscar-worthy performance.",positive
1334,"The most perverse thing in the film is Marion Cotillard, whose big-eyed vulnerability makes her an outside-the-box Lady Macbeth.",positive
1335,"What is the opposite of a crowd-pleaser? A crowd-splitter, maybe? Whatever you call it, ""The Lighthouse"" is one.",positive
1336,A movie with incomparable biteand strength.,positive
1337,"A ravishing, frenetic fever dream that flounders dangerously close to turning into a cinematic nightmare.",positive
1338,"Genuinely creepy, satirical and occasionally daft horror tales with a distinctly moral bent.",positive
1339,"In terms of comedic and dramatic content, The Intern is hit-and-miss. Notions about ageism and corporate prejudice against female CEOs are grazed but not explored in a meaningful or compelling way.",negative
1340,"The directing is sure-handed, the script intelligent, and the acting strong, especially the amazing performance from Foxx.",positive
1341,"Given the dismal reception that greeted their last comedy, Mail Order Bride, you'd think filmmakers Doug Bollinger and Robert Capelli Jr. would have considered alternate career choices.",negative
1342,"It's a very empathetic portrait, but it also shows the complexity of this family... I think it's most poignant when it focuses on the children.",positive
1343,Fans of Louis Sachar's superb 1998 young-adult novel will be delighted to know that his debut screenplay richly embellishes the book's good parts.,positive
1344,"This is, without doubt, the least-Ben Wheatley Ben Wheatley movie ever",positive
1345,Depraved but curiously vibrant druggie musical horror pic.,positive
1346,"American Woman seems to be nudging its way above decent almost from the start, and just keeps nudging: while the inspiration to put it over the top is never quite there, the consistent effort is gratifying.",positive
1347,... everything about this movie was so contrived and it feels so written.,negative
1348,"A singular sensation, filled with behind-the-scenes backstory and archival clips of Bennett himself dancing, gorgeously.",positive
1349,"The famously elusive filmmaker transforms the legendary story of Captain John Smith and Pocahontas into a poetic, ravishingly beautiful meditation on the collision of two cultures in 17th century Virginia.",positive
1350,"Garfield's turn as Peter Parker is unbearably mannered and close to unwatchable at times. It's almost as if he's over-demonstrating the awkward, underdog charm of Parker.",negative
1351,"On a technical level Buried is impressive, at times blisteringly suspenseful, making the most of a ripping score and Reynolds' fully charged agony...",positive
1352,It's all a bit hackneyed and cliched.,negative
1353,...may very well suffer from mismatched sensibilities.,negative
1354,"What did it mean to be born, to grow up in, to die in, the 20th century? Well, it meant a lot of different things.",positive
1355,"Strong performances from the entire cast led by Jim Gaffigan give the film its beating heart, and when paired with more abstract scientific concepts West explores, the eventual alignment of the mind and body is a mighty thing to behold.",positive
1356,With Wright's first foray into non-fiction filmmaking the director has crafted a lengthy yet loving portrait of the duo.,positive
1357,The heartfelt performances and compelling story make A Better Life a worthy alternative to the loud and boisterous blockbusters invading multiplexes this summer.,positive
1358,"As indie-film nerd-mances go, this one is genuinely sweet.",positive
1359,"Despite its low budget and lack of superstar names, Thousand Pieces of Gold is an epic motion picture, and one of the best Westerns to come along in several years.",positive
1360,But even a star as bright as Majors&#8217; can&#8217;t shine enough to eclipse just how unapologetically transitional and transactional Ant-Man and the Wasp&#58; Quantumania is&#46;,negative
1361,Cox's towering performance makes Churchill feel as though it's stepping into fresh territory.,positive
1362,Pollard valiantly tries to cover as many bases as possible.,positive
1363,Eva Green gives an absolutely stellar performance in Alice Winocour's exceptional film.,positive
1364,There are monsters in Southbound that are among the best I've seen onscreen in a long time,positive
1365,Madden does a competent job transferring the film from stage to screen.,positive
1366,"The documentary, made after Isherwood's death and with Bachardy's enthusiastic participation, is as much a love story as a chronicle of Bachardy's maturation into a man and an artist.",positive
1367,"even with Smith's considerable charm and his proven track record as Independence Day weekend movie god, Hancock doesn't succeed as a truly satisfying holiday-movie blockbuster.",negative
1368,Endures as one of the finest political satires.,positive
1369,The concept is fun&#44; as we&#8217;ve seen the older characters become their younger selves&#44; and vice versa&#44; but not a 30-year-old pining to be an old lady&#46; There&#8217;s some inherent humor in that alone&#44; but nothing especially clever ever comes from it&#46;,negative
1370,Eye-glazingly pointless and totally underwhelming.,negative
1371,"The messages in animated features tend to get repetitive but Smallfoot feels fresh with its exploration of power, truth, control and ""fake news"".",positive
1372,"In a basic way Tommaso is about being an artist, and the trade-offs and negotiations that go along with that.",positive
1373,"It's a bit of a hokie film, but compelling nonetheless.",positive
1374,Shocking but straightforward chiller.,positive
1375,What I like best about Crazy&#44; Stupid&#44; Love&#46; is the structure&#44; and how seemingly frivolous subplots come together and inform the others in crucial ways during a hilarious screwball climax&#46;,positive
1376,"A movie about real people sinking into an abyss as unrelenting as the sand surrounding them. It offers no easy answers or hopeful pleas, but it demands to be seen.",positive
1377,"LeBeouf's casting was inspired, because his chemistry with Gottsagen lights up the screen and LeBeouf, who has always been a good actor who made bad choices, gets the chance to really show what he can do.",positive
1378,"a rousing fable about a decent, goodhearted man achieving great heights",positive
1379,"Explorers remains a hopelessly schizophrenic film, obscenely eager to compromise its own originality.",negative
1380,"A messy, unfocused conglomeration of concepts that is hampered not only by the limitations under which it was shot, but by its fatal lack of cohesion.",negative
1381,"Resurrection is at its best when it's messy and unafraid to leave threads dangling. Ultimately, I'm not sure if it's more than a well-made psychological thriller, but there are scenes that I know will stick with me.",positive
1382,"Supernova should have been an emotional tour de force - instead, it settles for being merely polite.",negative
1383,Those going in expecting Happy Gilmore Gets A Remote will be gravely disappointed.,positive
1384,"The exhibits in this ""Night at the Museum"" may still come to life nightly. But their latest movie stays stubbornly inert.",negative
1385,"Stop-action animation of painted sculptures creates beautiful, full-bodied characters with bemused sophistication and tender charm, where the odd becomes sweetly normal.",positive
1386,An intermittently entertaining wallow through the director's familiar fetishes.,negative
1387,"Whether focused on Lili's face or standing back to take in her long limbs, Caroline Champetier's enthralling black-and-white camerawork is at once nimble and evocative.",positive
1388,"This is another solid work from Senez, even if the film never quite packs the same punch as his knockout debut did.",positive
1389,"The gist of the critical response has been that ""The Tender Bar"" follows a well-worn path. Fair enough, but is that such a sin?",positive
1390,"Beach Rats isn't a failure but it never fully lives up to the promise of its presence, as it's apprehensive to fully dive into the nature of toxic masculinity that may cause someone to hide their true selves out of fear of judgment by their friends.",negative
1391,"Part nature doco, part fly-on-the-wall look at local traditions (including elders who believe a girl's place is in the yurt), it's an empowering piece.",positive
1392,"[Chihwaseon] rushes through the life of its subject in nimble leaps and bounds, concentrating on the livelier and more spectacular parts and avoiding the dull historical and biographical stretches.",positive
1393,"A solid fantasy flick, with a great role for star Purefoy.",positive
1394,"Eastwood has an artisan's innate grasp of structure and pacing, but also directs like a guy who's late for dinner.",positive
1395,Mafia blood and true love are strange bedfellows in this black comedy whose wonderful title promises more than the film offers,positive
1396,"A wonderfully touching but thoroughly offbeat romance, interlaced with songs.",positive
1397,"Like all the director's films, it's a mood piece that still retains a strong element of social and political criticism.",positive
1398,"Thirteen is all about maintaining a barely perceptible smirk behind an impassive pose. The line between cool and cold is a thin one, however. Cool isn't the word for Thirteen; it's just smug.",negative
1399,A nasty enough little revenge thriller powered by eight cylinders of pure malice and hatred.,positive
1400,"Somewhere in here, there's a remarkable film about an absent father trying to make good with a daughter who never loses faith. Unfortunately, that film is submerged by Cahill's distracted approach to make the film 'palatable'.",negative
1401,"Hollow, amateurish provocation with phony characters and an off-putting plot.",negative
1402,"Along the way, Siri exposes French hypocrisy -- showing that the Algerian rebels were only doing what the French Resistance did in battling the Nazis who ruled their country in WorldWar II.",positive
1403,"Francis Lee's portrayal of Dorset and his sense of the period feels authentic, lived-in and tactile and Mary and Charlotte's relationship feels of a piece with that.",positive
1404,[Matthew Vaughn] doesn't take his foot off the gas for a second. [Full review in Spanish],positive
1405,"Although he's the darling of many critics, I still don't understand the fascination with David Gordon Green and his films.",negative
1406,"A tense thriller full of great performances, ""The Town"" is a heist film that rivals ""Dog Day Afternoon"" and ""Heat.""",positive
1407,There are some genuinely stupendous action sequences here.,positive
1408,"It's something you might watch on a plane. Right now, that's no putdown: an unappreciated comfort from happier times.",positive
1409,"Seriously. Bad. There, I just saved you 9 dollars.",negative
1410,You probably couldn't stand an entire evening of Zehnder's music but the film offers a charming insight into a little known segment of world music.,positive
1411,"By dismembering Craven's landmark extremities, Iliadis celebrates his source for all the wrong reasons.",negative
1412,"has an unfortunately schlockly, straight-to-video title that undercuts what is otherwise a smart cautionary tale built on an all-too-believable premise",positive
1413,"Apart from an extraordinary scene of attempted reconciliation between Shepard and Lange ""Don't Come Knocking"" is an inflated drama that lies stagnate on the screen.",negative
1414,"The previews make Dan in Real Life look like a tepid romantic comedy that makes little use of Steve Carell's gifts. Well, the previews are right.",negative
1415,"Helmed by Werner Herzog with that heavyweight cast, it should have been so much better.",negative
1416,Draft Day might bypass realism for drama but it's still a fun watch.,positive
1417,"The film's sheer lack of everything that customarily passes for comic fuel -- energy, wit, character, fun, a plot -- renders Nacho Libre a torturous patience tester of the first order.",negative
1418,"'Wonder Woman 1984' is an effective comic-book movie that leans heavily on wholesomeness and optimism, leaving out any kind of moral ambiguity or nuance for bright colours and popcorn-friendly action and adventure.",positive
1419,Vincent Price starts his scary-reign in colourful gothic horror style.,positive
1420,The Lovebirds feels like an antiquated '80s comedy filtered through a modern lens.,negative
1421,...shows how even the most rigid autocracies are still composed of humans who occasionally push back against their propaganda-soaked environments.,positive
1422,This arrestingly assembled documentary is very entertaining.,positive
1423,"Ant-Man And The Wasp is an ideal popcorn flick that is perfect escapism. The film is heartfelt, hilarious, action-packed and is the first Marvel film to have a female superhero in its title!",positive
1424,"Osment's the weak link in the movie and because of the substantial amount of time he spends on screen, his weak link status is highly noticeable and very distracting.",positive
1425,This may be the first true romance for the computer age.,positive
1426,"Rory J. Saper's performance as Rufus makes for a compelling story about the inner-turmoil of a vampire. Unfortunately, just about everything else in the movie knocks it back down to mediocrity.",negative
1427,"In Antonioni's vision of the world, these characters have a hard time functioning in anything resembling a satisfying way in a world that has become more complex and layered.",positive
1428,"Sincere without being cloying, moving without being manipulative. Though often relegated to minor status in Campion's filmography, this is a striking and powerful debut feature.",positive
1429,"This Goosebumps ride may be bumpy, but it works and it is worthwhile.",positive
1430,A heartfelt documentary about the charismatic and idealist leader of Chile who sought to bring a fair and free world to his people.,positive
1431,"One of Woody Allen's weakest, most static films, inspired by Ingmar Bergman's serious dramas on the one hand and by Lana Turner's scandalous life on the other.",negative
1432,By the end things are much different&#46; Characters have been impacted&#46; Relationships have been affected&#46; Most importantly it sets before us a very interesting landscape and the potential for some incredibly intriguing storylines&#46; ,positive
1433,...it all unfolds against a lush and stunning backdrop.,positive
1434,"The cityscapes, action sequences and phantoms and the sheer scale of the film are jaw-dropping.",positive
1435,This movie about killer worms really buggged me.,negative
1436,The whole thing's basically Theseus' paradox as performed by a cast of sentient automobiles.,positive
1437,"Nationalism, protectionism, bigotry and stunning cruelty are the order of the day. The film is precise and stark in black and white. Even the weather and the animals and birds are foretelling doom.",positive
1438,"Blatantly comic characters undercut the credibility established by Mr. Herzog's naturalistic performance, and sink the horror premise as quickly as it surfaces.",negative
1439,A worthy sequel certain to scare the bejesus out of Scream franchise fans with a strong stomach for gratuitous gore.,positive
1440,"The film is a complete family package, with humour engaging audiences all through its two and half hours.",positive
1441,"Never more or less than what it appears to be, the film is a slow honky-tonk thud-beat, only intermittently punctuated by a joke or idea.",negative
1442,Monday is as honest and passionate about its characters as it is in love with its setting.,positive
1443,"Every time you're ready to write off Hollywood comedies, along comes a picture like Young Adult to keep hope alive.",positive
1444,And casting Wilson just doesnt work...never do we feel a connection or chemistry between the two characters.,negative
1445,"'""Bringing Up Bobby"" is hardly an auspicious debut for Janssen as a director, but, at the same time, there's enough there to suggest that a next attempt would be worthy of investigation...",negative
1446,A lot of great talent on display here.,positive
1447,"The Nun is a sloppy cash-grab that further dilutes The Conjuring brand, a cinematic universe that is hilariously more profitable than the DC comic book umbrella.",negative
1448,"'Mouton' begins as a naturalistic European drama, the likes of which we have seen often enough before. Yet a stylistic break, both embracing and rejecting actual nonfiction images, makes it one of the boldest films of the year.",positive
1449,"Malibu's Most Wanted absconds with a simplistic but imaginative plot and elevates it beyond the realm of sketch comedy into legitimate cinematic territory - for real, y'all.",positive
1450,"We are ourselves almost too deeply involved with the beauty and the miracle of sheer thought transfiguration to realize what a stride forward art has taken, film art if you wish to deride and to deify that much maligned abstraction.",positive
1451,"Wes Craven's presence is felt; not the Craven of 'A Nightmare on Elm Street' or 'The Hills Have Eyes,' but the sad schlock merchant of 'Deadly Friend.'",negative
1452,Hell and Back is a far cry from something you would sell your soul for.,negative
1453,"Around the World in Eighty Days may have its faults and lost some of its original allure, but it remains a sure-bet even today.",positive
1454,"The Florescu brothers have obvious talent, and the ability to present the drama of everyday life. That needs to be developed.",positive
1455,"The Crazies is the sharp, sophisticated horror remake we've been waiting for.",positive
1456,"So we think Mexico is an extremely violent place, but are a bit confused to be frank.",negative
1457,"Films about the Iraq war continue to come and, I hope, will keep coming. Among the most recent, The Battle for Haditha is especially notable.",positive
1458,A masterful invocation of the gray areas in which pleasure and pain&#44; attraction and repulsion&#44; can commingle in uncomfortable fashion&#46;&#10;&#10;,positive
1459,Writer&#47;director Carlota Pereda makes good use of the sundrenched Spanish town the film is set in&#44; building a level of tension from multiple angles before finally unleashing more of a vicious streak to lead into the bloody climax&#46;,positive
1460,[A]n elegant portrait of everyday life in an era plagued by devastation.,positive
1461,"Yes, the premise is a bit threadbare but this is an intimate, lyrical documentary that offers a subtly effective snapshot of life as a young woman on the threshold of adulthood.",positive
1462,"The laughs can't compensate for the lack of logic, which only gets worse in the second half.",negative
1463,A compulsively watchable drama which taps into some genuinely intriguing themes.,positive
1464,"Doesn't deliver a lot of high notes, but it's not unwatchable (especially if you enjoy the vampire genre). ""Morbius"" is not as great as you'd hoped, but not as bad as you feared.",positive
1465,"The movie’s getting-down-on-the-youngs’-level pose often feels rather condescending, the result of a bad assumption about younger audiences’ capacity to understand or connect with something that isn’t spoon fed to them.",negative
1466,By the end of the film I had a lump in my throat and a genuine affection as well as respect for the film,positive
1467,"God, I wish I'd seen Yes, God, Yes when I was a teen.",positive
1468,"You probably won't find yourself humming any of The Prom's tunes. The choreography is forgettable. Some of the performances, which are supposed to be parodies of the characters, are simply too exaggerated to be funny.",negative
1469,"Besides the good laughs, Keep The Change enchants with the authenticity, zaniness, and warm-heartedness that naturally emerge from the sympathetic characters.",positive
1470,"Schemers meet their match in ""The Weasels' Tale,"" Juan José Campanella's crowd-pleasing Argentine comedy.",positive
1471,"At a moment when Rambo-style blood-baths are thought to have fallen from favor, along comes Predator, which may not be the daintiest movie ever made but is a knock-your-socks-off thriller. Originality and pep still go a long way in moviemaking. ",positive
1472,"Three female friends grow up in a small town in Ireland in the mid-50s and attend college in Dublin in this nostalgic soap opera that's vaguely evocative of Peyton Place, though generally less memorable.",negative
1473,'Norm of the North' is truly 'January junk.',negative
1474,I had the sensation of sitting through a fourth-grade school play that contained no children of my own: the very definition of a nightmare.,negative
1475,The movie feels flattened by relaxers when it should have been teased into a wicked curl.,negative
1476,As a lover of music I enjoyed learning about the process and hearing lots of great Tom Petty songs!,positive
1477,At least Peter Rabbit knows how to finish on time. [Full Review in Spanish],positive
1478,"Soderbergh taps into modern fears and does it to expose timeless truths about who we really are. The players change, the technology changes, the rules of the game change  but the game doesn't.",positive
1479,"The actors' unforced chemistry defies the artifice. Olmos' delectable hamminess and Hamilton's unfussy performance convey volumes. Ross, guarded and resilient, is a revelation.",positive
1480,"The spare, relentlessly controlled debut feature of the Mexican director Michel Franco, Daniel & Ana advances on minimal dialogue and with virtually no musical accompaniment.",positive
1481,"For Hollywood, love is the province of an aristocracy of the Beautiful and the Blessed. But in the world of Italian For Beginners, love is for us.",positive
1482,"Deeper meaning rises sneakily to the surface in the offbeat, austere Prince Avalanche, writer-director David Gordon Green's re-imagined, loose adaptation of a 2011 Icelandic film.",positive
1483,"The decline of a subject like Ferenc Molnar's Olympia, however, a lively and theatrically effective satire on the Austro-Hungarian monarchy, into the characterless insignificance of A Breath of Scandal, is nothing short of mysterious.",negative
1484,I have some admiration for this film. But I also have no desire ever to see it again.,positive
1485,"Mystery Road, not far from Massacre Creek, is a place where mysteries are finally solved in Ivan Sen's powerful and gripping murder mystery. It has the makings of a genuine modern Australian myth, a rare thing in Australian cinema and one to be cherished",positive
1486,"Deeply cinematic ... Hay and Manfredi's plot is complicated and satisfying and pays off, big time ... even within the sub-genre of dinner-party horror, The Invitation is one of the classy affairs ... [and] drenched in casual, comfortable diversity.",positive
1487,A movie you seem to watch through translucent eyelids...,positive
1488,&#46;&#46;&#46;great-looking but awful&#46;,negative
1489,"Like the inspiration for its title, there's a wild sweetness to the people - and maybe even to the land - depicted with such breathtaking honesty and raw beauty in ""American Honey.""",positive
1490,Scorsese and this mind-blowing cast are all about perfection.,positive
1491,"Like wine, [the movie] also requires time and space to breathe, and writer-director Cédric Klapisch certainly gives us more than enough time to indulge.",positive
1492,"With few exceptions, people who produce and direct their own scripts and insist on casting themselves in the lead roles are a self-absorbed sort.",negative
1493,One of the things the film captures most astutely is the beginnings of the American media frenzy that has become a staple of the news cycle.,positive
1494,"For The Way of Water, the decadence is more than enough -- for cinemas that have been starved of authentic spectacle, finally, here’s a gorgeous three-course meal of it.",positive
1495,The biggest achievement of Call Me by Your Name is that it manages to depict something universal about first love and first loss...,positive
1496,Postman Pat: the Movie doesn't get a stamp of approval.,negative
1497,"No fan of linear narrative, intent only on revealing things through a glass darkly, writer-director Denis Ct wants us to be puzzled. He succeeds rather too well.",negative
1498,"In an industry saturated by superhero content, the universe created by K&#333;hei Horikoshi has been a breath of fresh air among the anime community. [Full review in Spanish]",positive
1499,It takes more than lovely scenes to make a really satisfactory entertainment.,negative
1500,The movie boils down to a lot of tough-talking men trying to out-tough-talk each other. It's well-staged action stitched together by nonstop pissing-match dialogue.,positive
1501,"All hail Helen Mirren, who delivers a master class in acting in The Queen.",positive
1502,"Like Greek gods before them, superheroes are our modern myths, so why shouldn't they examine issues of the classic texts in our time? The end credit sequence actually gives this idea a visual corollary, as it shows a giant Hellenistic statue.",positive
1503,"The cinematography is wonderful, but the plot is too vague. There could be a message here, but it's buried too deep to dig out.",negative
1504,"The gothic horror setting is delectable, but this is far from the Holy Grail of spin-offs. Could we not have had Sister Act 3 instead?",negative
1505,"Sometimes uneven and sometimes beyond gross, but more often it's funny, smart and different.",positive
1506,"[Toni Morrison: The Pieces I Am] does a nice job revealing her wonderful persona, uncovering her backstory and establishing her firm place in American history in a way her followers will appreciate and others will admire.",positive
1507,"Skyline might be a midnight B-movie, but it's also hopelessly inept and a grievous waste of time and talent with no ending whatsoever.",negative
1508,"Instead of something in the vein of Anne Rice, you get an Eat Pray Love alternative with wanderlust swapped for blood lust. Gauche as that may sound, it's actually quite striking.",positive
1509,"Gains profundity with Danish actor, Mads Mikkelsen.  [Full review in Spanish] ",positive
1510,"... doesn't offer much of a return, regardless of the offbeat potential of its premise.",negative
1511,"Not too shabby, but the masters of the genre could certainly have cooked up something more tasty.",positive
1512,As a faith-based drama&#44; Running the Bases has the expected religious preaching&#46; Some of the movie&apos;s supporting performances are subpar&#46; But this good-natured movie is saved by an appealing lead performance by Brett Varvel and some laugh-out-loud comedy&#46;,positive
1513,"""The Five-Year Engagement"" is one of those movies that you badly want to like much more than you actually do.",negative
1514,"The Gray Man is a popcorn movie for the weekend, when in reality it doesn’t take any risks.  [Full review in Spanish]
",positive
1515,"Diverge is fun, engaging, and a refreshing reminder that sci-fi films don’t need a substantial budget to look polished or to peak one’s interest.",positive
1516,"Labaki's use of abrupt tonal shifts can be jarring, but her narrative is ambitious and anything but typical.",positive
1517,"It's the filmic equivalent of Cafe del Mar easy listening: it's watchable. The direction and music and cinematography are so seamlessly invisible, and the lead performances so natural, the film appears to be directed on autopilot.",negative
1518,"Forster might miss the magic elsewhere, but when his film turns its attention to the theater and the whole theatrical experience, you realize he's a major filmmaker.",positive
1519,"There's a keen intelligence behind all that gleeful degradation and it pays off in a finish that's at once ironic, satirical, and perversely satisfying.",positive
1520,Gorgeous big production of a light romantic fable.  ,positive
1521,"Sporting one of the greatest titles ever, Park Chan-wook's 2002 thriller is similar to Oldboy in its subject matter but far plainer in its execution.",negative
1522,"The movie has plenty of action, but it is hampered by fits and starts. Dead spots, where characters simply stand around and spew expository dialogue, abound.",negative
1523,"By the time we reach the climactic karaoke smackdown, we have learned more about Freddy Krueger(TM)s personal hygiene challenges -- and how to make a shockingly bad movie -- than we ever wanted to know.",negative
1524,This misleadingly titled tale of a dentist who sees dead people attempts to be a supernatural romantic-comedy in the manner of the old TOPPER movies from the '30s.,positive
1525,"Synchronicity is a methodically paced excursion into a thrilling sci-fi experience, winning over audiences with passionate genre charms.",positive
1526,"Though it's a familiar plot about kids learning discipline and teamwork through sports, The Grizzlies is brought to life through the specifics that make the characters and their sense of place -- and of displacement -- central to the story.",positive
1527,"Brand can be funny in supporting parts. But he doesn't yet know how to command a front-and-center role, and Arthur groans with the effort from its first moments...",negative
1528,"Steven Soderbergh's well-researched, convincing, courageously bleak drama about how a lethal virus could decimate the human race.",positive
1529,Barbershop 2 works best when its characters are being funny and fighting with each other or lambasting pop-culture blemishes ...,positive
1530,"The film was made entirely before the invasion and hasn’t been updated to acknowledge it, but viewed at the present point, it serves not only as an international political thriller but as a kind of elegy to the era of Russian history that has just ended,",positive
1531,"As its name suggests, ""Keep Quiet"" is a somber, careful documentary, but despite its measured tone its subject matter is wall to wall disturbing.",positive
1532,"With Brontes' camera sometimes right up in their faces, the actors create an intense intimacy that's a thrill to experience. They also share a palpable sexual chemistry that fires up this drama.",positive
1533,"Though it goes on a bit and loses its way in places, this funny and occasionally disturbing satire of the art world is a deserving winner.",positive
1534,"A problem arises with the sequel, however, when the bosses have already been vanquished in the previous movie.",negative
1535,"Vinterberg's best filmmaking since his Dogme '95 entry ""The Celebration.""",positive
1536,"It's a broadly forgiving portrait of an impossible, irascible talent, who seems to have treated life much like his instrument.",positive
1537,"It is not a sequel, just another retread of tired material in a franchise that is more than ready for the big comic book bonfire. And why the title? There is nothing amazing about it.",negative
1538,Highly entertaining!,positive
1539,"Admission wants to win a place in our hearts, but after 108 minutes of relatively hard labour the majority of viewers probably won't let it in.",negative
1540,"As with Ed Wood, which paid tribute to the director of Plan 9 From Outer Space - another film that does not deserve its reputation as one of the worst ever made - The Disaster Artist champions the value of persistence in the face of all odds.",positive
1541,People who miss seeing it are missing some of autumn's best smiles.,positive
1542,"Mutiny on the Bounty is one of the best pictures that have been made, and this is largely due to the facts it was made from.",positive
1543,"This lively film takes a ""greatest-hits"" approach to Reich, who fears that we're headed for another financial debacle if we don't take a more serious approach to taxes and education.",positive
1544,Never dull.,positive
1545,Critics are foolish to believe they have the critical tools to make meaningful judgments about a movie as confounding as Bright. They just don't. I don't. We have to admit this fact and surrender to Bright.,negative
1546,"1959 Biblical epic has fierce blood-spilling, cruelty.",positive
1547,So little is done with the emotions running through this husband across the years that the ups and downs of his torturous marriage merely register as repetitive blips on a fairly unchanging screen.,negative
1548,"The character's not as iconic as Foxy Brown, and yet Friday is Grier's best role from this era, because it gives her the most notes to play.",positive
1549,"Its final act is a perfectly orchestrated thirty minute face off, which is aimed at blockbuster purists. Epic in ambition and monumentally bombastic in its world building, Godzilla vs. Kong feels designed for cinema.",positive
